ds_name,att_name,missing_values_pct,val_pct_min,val_pct_median,val_size_min,val_size_avg,val_pct_max,distinct_values_cnt,val_pct_std,distinct_values_pct,val_size_co_of_var,val_size_max,isEmpty,ds_name_2,att_name_2,isEmpty_2,name_dist
worldcitiespop.csv,City,6.10E-06,9.61E-04,10.31764486,0,0.031522933,1.463209905,10.31764486,0.392234814,1.784032163,2.262816045,0.13800579,0,ipums_la_98-small.csv,bplg,0,1
worldcitiespop.csv,City,6.10E-06,2.090257245,10.31811868,1.310819052,1.768204553,2.524778755,10.31811868,2.060225847,1.819474183,0.787066513,0.250035199,0,ipums_la_98-small.csv,school,0,1
worldcitiespop.csv,City,6.10E-06,0.012514253,10.31807042,0.007248769,0.271491761,1.274560472,10.31807042,1.218191101,1.815864348,0.12854613,0.118097251,0,ipums_la_98-small.csv,relateg,0,0.857142857
worldcitiespop.csv,City,6.10E-06,3.472851747,10.31811868,2.178255071,1.768204553,1.842409521,10.31811868,0.177634068,1.819474183,1.081315449,0.178023457,0,ipums_la_98-small.csv,sex,0,1
worldcitiespop.csv,City,6.10E-06,0.053915064,10.31809674,0.033223524,0.504745702,2.781379999,10.31809674,2.590373617,1.817833349,0.307985841,0.277114824,0,ipums_la_98-small.csv,raceg,0,1
worldcitiespop.csv,City,6.10E-06,0.086650588,10.31810113,0.053761703,0.588976292,1.627149588,10.31810113,1.796518531,1.818161516,0.266690668,0.155306661,0,ipums_la_98-small.csv,marst,0,1
worldcitiespop.csv,City,6.10E-06,1.681544594,10.31811429,0.012081282,0.013541259,1.817541376,10.31811429,1.236750001,1.738252887,0.819123286,0.014141582,0,dataset_34_postoperative-patient-data.csv,BP_STBL,0,1
worldcitiespop.csv,City,6.10E-06,0.08007139,10.31811429,0,0.013541259,3.279772477,10.31811429,4.092177772,1.738252887,0.149668607,0.012286126,0,dataset_34_postoperative-patient-data.csv,CORE_STBL,0,0.888888889
worldcitiespop.csv,City,6.10E-06,0.16014505,10.31811429,6.04E-04,0.013541259,2.528897046,10.31811429,2.798226851,1.738252887,0.453035236,0.013238928,0,dataset_34_postoperative-patient-data.csv,decision,0,0.875
worldcitiespop.csv,City,6.10E-06,1.361249953,10.31811429,0.009665025,0.013541259,1.896580895,10.31811429,1.432693982,1.738252887,0.773184244,0.014041287,0,dataset_34_postoperative-patient-data.csv,L_SURF,0,1
worldcitiespop.csv,City,6.10E-06,1.040955312,10.31811429,0.007248769,0.013541259,2.29177849,10.31811429,2.175160683,1.738252887,0.59911302,0.013539812,0,dataset_34_postoperative-patient-data.csv,L_CORE,0,0.833333333
worldcitiespop.csv,City,6.10E-06,0.08007139,10.31810552,0,0.00786962,2.568416806,10.31810552,2.661786136,1.6836678,0.068985853,0.01318878,0,dataset_34_postoperative-patient-data.csv,COMFORT,0,0.857142857
worldcitiespop.csv,City,6.10E-06,3.443165119,10.31811868,0.025370691,0.020630808,1.857061135,10.31811868,0.218056477,1.76554543,1.07499743,0.014091434,0,dataset_34_postoperative-patient-data.csv,L_O2,0,1
worldcitiespop.csv,City,6.10E-06,0.24021871,10.31811429,0.001208128,0.013541259,2.25225873,10.31811429,2.403632446,1.738252887,0.545547845,0.01358996,0,dataset_34_postoperative-patient-data.csv,L_BP,0,1
worldcitiespop.csv,City,6.10E-06,3.60331244,10.31811868,0.026578819,0.020630808,1.778021616,10.31811868,6.03E-06,1.76554543,1.109080582,0.014191729,0,dataset_34_postoperative-patient-data.csv,SURF_STBL,0,1
worldcitiespop.csv,City,0.001547413,0.001153379,10.29081737,0,1.65E-04,0.001343525,10.29081737,5.70E-05,0.631865531,1.078399445,0.016297922,0,netflix_titles.csv,description,0,0.818181818
worldcitiespop.csv,City,0.006725807,0.001153379,10.31141071,0,0.001283271,0.069216621,10.31141071,0.012520912,1.217077352,0.392869393,0.010330375,0,netflix_titles.csv,date_added,0,0.9
worldcitiespop.csv,City,1.020655194,0.001153379,10.30364543,0,2.72E-05,0.009898958,10.30364543,0.001423539,0.519883295,0.56985828,0.01554571,0,netflix_titles.csv,director,0,0.75
worldcitiespop.csv,City,0.001029574,0.001153379,10.31721931,0,0.013596058,0.752510474,10.31721931,0.15090192,1.738594263,1.332946822,0.049746273,0,netflix_titles.csv,duration,0,0.875
worldcitiespop.csv,City,0.001029574,0.001153379,10.29104989,0,1.60E-04,0.001343525,10.29104989,1.63E-04,0.610989099,1.027432094,0.016297922,0,netflix_titles.csv,title,0,0.6
worldcitiespop.csv,City,0.001547413,0.001153379,10.31607426,0,0.005656914,0.170170721,10.31607426,0.0505956,1.635787681,0.742523463,0.001454276,0,netflix_titles.csv,listed_in,0,0.777777778
worldcitiespop.csv,City,0.295680147,0.001153379,10.29412967,0,1.48E-04,0.009898958,10.29412967,5.64E-04,0.334474846,0.840797743,0.01554571,0,netflix_titles.csv,cast,0,1
worldcitiespop.csv,City,0.006207967,0.001153379,10.31803093,0,0.133075346,1.152904702,10.31803093,0.835506721,1.811464828,0.330185316,0.084949785,0,netflix_titles.csv,rating,0,0.833333333
worldcitiespop.csv,City,0.24752109,0.001153379,10.31566187,0,0.004204584,1.154045426,10.31566187,0.147077597,1.598761556,5.88714579,0.08505008,0,netflix_titles.csv,country,0,0.714285714
worldcitiespop.csv,City,5.12E-04,0.001153379,10.31811429,0,0.981658516,2.432227,10.31811429,2.741927125,1.818948832,0.466131597,0.197430521,0,netflix_titles.csv,type,0,1
worldcitiespop.csv,City,0.001029574,0.001153379,10.31777648,0,0.036192367,0.60535704,10.31777648,0.328519301,1.788618921,0.945517651,0.03680823,0,netflix_titles.csv,release_year,0,0.916666667
worldcitiespop.csv,City,6.10E-06,0.001153379,10.29076911,0,1.65E-04,2.03E-04,10.29076911,6.03E-06,0.636198375,1.109080582,0.016398217,0,netflix_titles.csv,show_id,0,1
worldcitiespop.csv,City,6.10E-06,0.003570674,10.30954616,0,1.50E-04,0.00492264,10.30954616,8.68E-04,0.56191178,0.975511056,0.016297922,0,dataSpotifyClass.csv,song_title,0,0.8
worldcitiespop.csv,City,6.10E-06,0.003570674,10.31223549,0,7.20E-05,0.027846843,10.31223549,0.00616919,0.18460761,0.460957554,0.015646005,0,dataSpotifyClass.csv,artist,0,0.833333333
worldcitiespop.csv,City,6.10E-06,0.029292971,10.31704821,0,1.65E-04,0.014090888,10.31704821,6.03E-06,0.636198375,1.109080582,0.016398217,0,wikipedia-iso-country-codes.csv,English_short_name_lower_case,0,0.931034483
worldcitiespop.csv,City,6.10E-06,0.029292971,10.31704821,0,1.65E-04,0.014090888,10.31704821,6.03E-06,0.636198375,1.109080582,0.016398217,0,wikipedia-iso-country-codes.csv,Alpha-2_code,0,1
worldcitiespop.csv,City,6.10E-06,0.029292971,10.31704821,0,1.65E-04,0.014090888,10.31704821,6.03E-06,0.636198375,1.109080582,0.016398217,0,wikipedia-iso-country-codes.csv,Alpha-3_code,0,1
worldcitiespop.csv,City,6.10E-06,0.029292971,10.31704821,0,1.65E-04,0.014090888,10.31704821,6.03E-06,0.636198375,1.109080582,0.016398217,0,wikipedia-iso-country-codes.csv,ISO_3166-2,0,1
worldcitiespop.csv,City,6.10E-06,0.00105442,10.30602327,0,5.30E-04,0.016842657,10.30602327,0.003786785,0.826433829,0.291289029,0.014793499,0,movies.csv,director,0,0.75
worldcitiespop.csv,City,6.10E-06,0.00105442,10.3075851,0,7.04E-04,0.004847656,10.3075851,0.002518552,0.954652756,0.634977503,0.01594689,0,movies.csv,released,0,1
worldcitiespop.csv,City,6.10E-06,0.00105442,10.29970576,0,1.30E-04,0.016321135,10.29970576,0.002137681,0.30779547,0.405616933,0.014843646,0,movies.csv,writer,0,0.666666667
worldcitiespop.csv,City,6.10E-06,0.00105442,10.30856783,0,8.41E-04,0.157132008,10.30856783,0.020493177,1.035329834,2.38170471,0.001303834,0,movies.csv,company,0,0.857142857
worldcitiespop.csv,City,6.10E-06,0.00105442,10.28859746,0,1.59E-04,0.001197004,10.28859746,1.62E-04,0.604143644,1.020680246,0.016297922,0,movies.csv,name,0,1
worldcitiespop.csv,City,6.10E-06,0.00105442,10.307142,0,6.49E-04,0.021536353,10.307142,0.005768983,0.918276038,0.021018006,0.014342171,0,movies.csv,star,0,1
worldcitiespop.csv,City,6.10E-06,0.00105442,10.31807042,0,0.247314582,1.768634225,10.31807042,1.431810681,1.815448365,0.345572825,0.153651795,0,movies.csv,rating,0,0.833333333
worldcitiespop.csv,City,6.10E-06,0.00105442,10.31787738,0,0.055912714,2.540486419,10.31787738,0.924925442,1.799601082,3.011070703,0.227870025,0,movies.csv,country,0,0.714285714
worldcitiespop.csv,City,6.10E-06,0.002111111,10.31805287,6.04E-04,0.188972836,1.084397685,10.31805287,0.866035274,1.814007703,0.041497977,0.087858337,0,movies.csv,genre,0,1
worldcitiespop.csv,City,6.10E-06,0.091220887,10.31808358,6.04E-04,0.00682982,0.900082655,10.31808358,0.746201917,1.664666663,0.525919383,0.014442466,0,whr2015.csv,Region,0,0.833333333
worldcitiespop.csv,City,6.10E-06,0.045609308,10.31743428,0,1.65E-04,0.022143694,10.31743428,6.03E-06,0.636198375,1.109080582,0.016398217,0,whr2015.csv,Country,0,0.571428571
worldcitiespop.csv,City,6.10E-06,0.003570674,10.30954616,0,1.50E-04,0.00492264,10.30954616,8.68E-04,0.56191178,0.975511056,0.016297922,0,dataSpotify.csv,song_title,0,0.8
worldcitiespop.csv,City,6.10E-06,0.003570674,10.31223549,0,7.20E-05,0.027846843,10.31223549,0.00616919,0.18460761,0.460957554,0.015646005,0,dataSpotify.csv,artist,0,0.833333333
worldcitiespop.csv,City,6.10E-06,0.001973231,10.31750886,0.006644705,0.146100735,0.036682213,10.31750886,0.032162836,1.812218821,0.754607165,0.006418874,0,who_suicide_statistics.csv,country,0,0.714285714
worldcitiespop.csv,City,6.10E-06,1.201102633,10.31810113,4.40664746,3.447718632,0.592428831,10.31810113,6.03E-06,1.819793849,1.109080582,0.34942745,0,who_suicide_statistics.csv,age,0,1
worldcitiespop.csv,City,6.10E-06,3.60331244,10.31811868,13.22115051,10.34443157,1.778021616,10.31811868,6.03E-06,1.820018294,1.109080582,1.08117908,0,who_suicide_statistics.csv,sex,0,1
worldcitiespop.csv,City,6.10E-06,3.60331244,10.31811868,0.005436577,0.004088528,1.778021616,10.31811868,6.03E-06,1.574497627,1.109080582,0.01594689,0,iq_brain_size.csv,SEX,0,1
worldcitiespop.csv,City,6.10E-06,0.00327347,10.313635,0,3.78E-04,0.006099309,10.313635,0.002800581,0.676821069,0.884479665,0.016247775,0,cwurData.csv,institution,0,0.818181818
worldcitiespop.csv,City,6.10E-06,0.006549211,10.31786861,6.04E-04,0.016985899,0.926011529,10.31786861,0.360872582,1.754256242,0.554875687,0.012286126,0,cwurData.csv,country,0,0.714285714
worldcitiespop.csv,City,0.218707768,0.0287094,10.31748693,0,1.20E-04,0.467256685,10.31748693,0.121270055,0.391349567,0.375195372,0.014793499,0,countries_and_continents.csv,ISO4217-currency_alphabetic_code,0,0.96875
worldcitiespop.csv,City,0.025724939,0.0287094,10.31804848,0,0.005900301,2.762866619,10.31804848,1.721019644,1.643979441,1.331330439,0.006669611,0,countries_and_continents.csv,is_independent,0,0.928571429
worldcitiespop.csv,City,0.038590461,0.0287094,10.31704821,0,1.61E-04,0.042143734,10.31704821,0.004969019,0.587267521,1.012278739,0.016297922,0,countries_and_continents.csv,TLD,0,1
worldcitiespop.csv,City,0.038590461,0.0287094,10.31704382,0,1.63E-04,0.027973302,10.31704382,0.002476472,0.597053692,1.060580983,0.01634807,0,countries_and_continents.csv,FIPS,0,1
worldcitiespop.csv,City,0.43742164,0.0287094,10.31719299,0,1.56E-04,0.027973302,10.31719299,0.005300896,0.264323882,1.006900634,0.01634807,0,countries_and_continents.csv,WMO,0,1
worldcitiespop.csv,City,0.205842246,0.0287094,10.31709647,0,1.65E-04,0.013802871,10.31709647,6.03E-06,0.479619641,1.109080582,0.016398217,0,countries_and_continents.csv,ISO4217-currency_country_name,0,0.931034483
worldcitiespop.csv,City,0.205842246,0.0287094,10.31748254,0,1.18E-04,0.467256685,10.31748254,0.120872367,0.381563397,0.374122596,0.014793499,0,countries_and_continents.csv,ISO4217-currency_name,0,0.952380952
worldcitiespop.csv,City,0.128649114,0.0287094,10.31707015,0,1.65E-04,0.013802871,10.31707015,6.03E-06,0.538336667,1.109080582,0.016398217,0,countries_and_continents.csv,official_name_fr,0,0.9375
worldcitiespop.csv,City,0.025724939,0.0287094,10.31703505,0,1.65E-04,0.013802871,10.31703505,6.03E-06,0.616626034,1.109080582,0.016398217,0,countries_and_continents.csv,ISO3166-1-Alpha-2,0,1
worldcitiespop.csv,City,0.23157329,0.0287094,10.31710963,0,1.63E-04,0.027973302,10.31710963,0.002555132,0.450261129,1.059057282,0.01634807,0,countries_and_continents.csv,ITU,0,1
worldcitiespop.csv,City,0.077187027,0.0287094,10.31706137,0,1.61E-04,0.042143734,10.31706137,0.004999509,0.557909008,1.011695179,0.016297922,0,countries_and_continents.csv,MARC,0,1
worldcitiespop.csv,City,0.025724939,0.0287094,10.31703505,0,1.65E-04,0.013802871,10.31703505,6.03E-06,0.616626034,1.109080582,0.016398217,0,countries_and_continents.csv,ISO3166-1-Alpha-3,0,1
worldcitiespop.csv,City,0.128649114,0.0287094,10.31707015,0,1.65E-04,0.013802871,10.31707015,6.03E-06,0.538336667,1.109080582,0.016398217,0,countries_and_continents.csv,official_name_en,0,0.9375
worldcitiespop.csv,City,0.360228508,0.0287094,10.31726318,0,1.03E-04,0.155507188,10.31726318,0.035289268,0.107745148,0.497461912,0.015896743,0,countries_and_continents.csv,DS,0,1
worldcitiespop.csv,City,0.038590461,0.0287094,10.31712718,0,1.24E-04,0.056314166,10.31712718,0.015581597,0.411116445,0.827977411,0.016247775,0,countries_and_continents.csv,Dial,0,0.75
worldcitiespop.csv,City,0.102918071,0.0287094,10.31706137,0,1.65E-04,0.013802871,10.31706137,6.03E-06,0.557909008,1.109080582,0.016398217,0,countries_and_continents.csv,GAUL,0,1
worldcitiespop.csv,City,0.321631943,0.0287094,10.31713595,0,1.65E-04,0.013802871,10.31713595,6.03E-06,0.391544103,1.109080582,0.016398217,0,countries_and_continents.csv,IOC,0,1
worldcitiespop.csv,City,0.102918071,0.0287094,10.31706576,0,1.63E-04,0.027973302,10.31706576,0.002501882,0.548122837,1.060088655,0.01634807,0,countries_and_continents.csv,Capital,0,0.571428571
worldcitiespop.csv,City,0.025724939,0.143556084,10.31809674,0.002416256,0.01617452,0.821517477,10.31809674,0.745541969,1.75162732,0.697952849,0.013539812,0,countries_and_continents.csv,Continent,0,0.777777778
worldcitiespop.csv,City,0.064321505,0.0287094,10.31706137,0,1.59E-04,0.042143734,10.31706137,0.005581075,0.557909008,1.000822378,0.016297922,0,countries_and_continents.csv,Languages,0,1
worldcitiespop.csv,City,0.501749249,0.0287094,10.31719737,0,1.65E-04,0.013802871,10.31719737,6.03E-06,0.254537711,1.109080582,0.016398217,0,countries_and_continents.csv,EDGAR,0,1
worldcitiespop.csv,City,0.180111202,0.0287094,10.3170877,0,1.65E-04,0.013802871,10.3170877,6.03E-06,0.499191983,1.109080582,0.016398217,0,countries_and_continents.csv,FIFA,0,1
worldcitiespop.csv,City,0.025724939,0.0287094,10.31703505,0,1.65E-04,0.013802871,10.31703505,6.03E-06,0.616626034,1.109080582,0.016398217,0,countries_and_continents.csv,name,0,1
worldcitiespop.csv,City,6.10E-06,0.007204359,10.3179388,0,0.01035371,1.404559889,10.3179388,0.572123856,1.714508374,0.813532268,0.003359879,0,Netflix_Shows.csv,user_rating_score,0,0.941176471
worldcitiespop.csv,City,0.190519409,0.007204359,10.31769312,0,0.003854596,0.79635079,10.31769312,0.300898813,1.576953956,1.364941111,0.005215335,0,Netflix_Shows.csv,ratingLevel,0,0.909090909
worldcitiespop.csv,City,6.10E-06,0.007204359,10.31595142,0,3.15E-04,0.028086666,10.31595142,0.013225947,0.601791386,0.596177496,0.016047185,0,Netflix_Shows.csv,title,0,0.6
worldcitiespop.csv,City,6.10E-06,0.007204359,10.31807042,0,0.035718822,0.831918574,10.31807042,0.681222006,1.788198241,0.416987328,0.004713861,0,Netflix_Shows.csv,rating,0,0.833333333
worldcitiespop.csv,City,6.10E-06,0.144130318,10.31796074,0,1.59E-05,0.284174707,10.31796074,0.120009317,0.046679441,0.752671185,0.016247775,0,top50.csv,ArtistName,0,0.8
worldcitiespop.csv,City,6.10E-06,0.144130318,10.31803532,0,4.87E-04,0.568716976,10.31803532,0.375679871,0.788472382,0.492523991,0.016047185,0,top50.csv,Genre,0,1
worldcitiespop.csv,City,6.10E-06,0.144130318,10.31790809,0,1.65E-04,0.070768006,10.31790809,6.03E-06,0.636198375,1.109080582,0.016398217,0,top50.csv,TrackName,0,1
worldcitiespop.csv,City,6.10E-06,0.005160071,10.31785106,0,0.009835188,0.381807764,10.31785106,0.208868822,1.709278998,0.080696227,0.008926247,0,Word_University_Rank_2020.csv,International_Students,0,0.909090909
worldcitiespop.csv,City,6.10E-06,0.005160071,10.31208633,0,1.59E-04,0.00472811,10.31208633,8.14E-04,0.602766965,1.020840981,0.01634807,0,Word_University_Rank_2020.csv,Number_students,0,0.933333333
worldcitiespop.csv,City,6.10E-06,0.005160071,10.31200736,0,1.65E-04,0.00472811,10.31200736,1.82E-04,0.634438828,1.08857046,0.01634807,0,Word_University_Rank_2020.csv,University,0,0.7
worldcitiespop.csv,City,6.10E-06,0.005160071,10.3178028,0,0.008278387,0.195815772,10.3178028,0.13769623,1.689923971,0.312735046,0.012587011,0,Word_University_Rank_2020.csv,Percentage_Female,0,0.941176471
worldcitiespop.csv,City,6.10E-06,0.005160071,10.31749131,0,0.003912511,1.00602746,10.31749131,0.293552688,1.564996069,2.217451674,0.003359879,0,Word_University_Rank_2020.csv,Overall_Ranking,0,0.933333333
worldcitiespop.csv,City,6.10E-06,0.005160071,10.3178028,0,0.008278387,0.195815772,10.3178028,0.138334805,1.689923971,0.309042109,0.012587011,0,Word_University_Rank_2020.csv,Percentage_Male,0,0.933333333
worldcitiespop.csv,City,6.10E-06,0.005160071,10.31749131,0,0.003912511,1.00602746,10.31749131,0.293552688,1.564996069,2.217451674,0.003359879,0,Word_University_Rank_2020.csv,Rank_Char,0,0.888888889
worldcitiespop.csv,City,6.10E-06,0.005160071,10.31772383,0,0.006533908,0.437860145,10.31772383,0.183790286,1.658252108,0.212377487,0.007823003,0,Word_University_Rank_2020.csv,Country,0,0.571428571
worldcitiespop.csv,City,6.10E-06,0.093590319,10.31807481,0,0.002394913,1.339198313,10.31807481,1.039825336,1.437326014,0.133927249,0.014994088,0,phpRiBb0c.csv,calories,0,0.875
worldcitiespop.csv,City,6.10E-06,0.093590319,10.31779403,0,1.59E-04,0.092016292,10.31779403,0.014515745,0.604298,1.022829972,0.01634807,0,phpRiBb0c.csv,name,0,1
worldcitiespop.csv,City,6.10E-06,0.093590319,10.31809674,0,0.004561164,1.246814459,10.31809674,1.297836753,1.59682789,0.399096068,0.015094383,0,phpRiBb0c.csv,protein,0,0.857142857
worldcitiespop.csv,City,6.10E-06,0.093590319,10.31810552,0,0.006640765,3.279259233,10.31810552,3.544176753,1.660628641,0.275808095,0.012887895,0,phpRiBb0c.csv,type,0,1
worldcitiespop.csv,City,6.10E-06,0.093590319,10.31808358,0,0.003001463,1.062046753,10.31808358,1.006763092,1.501126764,0.322290934,0.015294973,0,phpRiBb0c.csv,mfr,0,1
worldcitiespop.csv,City,6.10E-06,6.21E-04,10.31717983,0.002416256,0.125820892,0.019634048,10.31717983,0.008558883,1.810950044,0.964501437,1.50E-04,0,fifa_ranking.csv,country_abrv,0,0.833333333
worldcitiespop.csv,City,6.10E-06,6.21E-04,10.31717983,0.002416256,0.125820892,0.019634048,10.31717983,0.008558883,1.810950044,0.964501437,1.50E-04,0,fifa_ranking.csv,country_full,0,0.833333333
worldcitiespop.csv,City,6.10E-06,0.354512073,10.31810113,1.716750114,4.55187645,0.918660196,10.31810113,0.867049562,1.819875504,0.702518432,0.732403547,0,fifa_ranking.csv,confederation,0,0.923076923
worldcitiespop.csv,City,6.10E-06,0.036954803,10.3173246,0,1.34E-04,0.200271218,10.3173246,0.0374181,0.485039674,0.573861487,0.015896743,0,gender_development.csv,Estimated_Gross_National_Income_per_Capita_Female,0,0.93877551
worldcitiespop.csv,City,6.10E-06,0.036954803,10.31731583,0,1.40E-04,0.200271218,10.31731583,0.036891394,0.510232791,0.575627079,0.015896743,0,gender_development.csv,Estimated_Gross_National_Income_per_Capita_Male,0,0.936170213
worldcitiespop.csv,City,6.10E-06,0.036954803,10.3177019,0,3.12E-04,0.254990885,10.3177019,0.082220935,0.59826435,0.485755267,0.0157463,0,gender_development.csv,Expected_Years_of_Education_Female,0,0.970588235
worldcitiespop.csv,City,6.10E-06,0.036954803,10.31748254,0,1.09E-05,0.492109442,10.31748254,0.108410713,0.031563571,0.136415759,0.015094383,0,gender_development.csv,Human_Development_Index_Female,0,0.966666667
worldcitiespop.csv,City,6.10E-06,0.036954803,10.31754396,0,5.51E-05,0.090831884,10.31754396,0.038801419,0.144788247,0.705718073,0.016197627,0,gender_development.csv,Life_Expectancy_at_Birth_Female,0,0.903225806
worldcitiespop.csv,City,6.10E-06,0.036954803,10.31751764,0,2.52E-05,0.090831884,10.31751764,0.035045464,0.069208896,0.72832162,0.016197627,0,gender_development.csv,Life_Expectancy_at_Birth_Male,0,0.896551724
worldcitiespop.csv,City,6.10E-06,0.036954803,10.31748254,0,1.09E-05,0.492109442,10.31748254,0.10856949,0.031563571,0.13823979,0.015094383,0,gender_development.csv,Human_Development_Index_Male,0,0.964285714
worldcitiespop.csv,City,6.10E-06,0.036954803,10.31775454,0,4.46E-04,0.254990885,10.31775454,0.093526408,0.749423051,0.487768284,0.0157463,0,gender_development.csv,Expected_Years_of_Education_Male,0,0.96875
worldcitiespop.csv,City,6.10E-06,0.036954803,10.31762732,0,1.71E-04,0.492109442,10.31762732,0.12658671,0.384122857,0.018746222,0.015094383,0,gender_development.csv,Gender_Development_Index_GDI,0,0.964285714
worldcitiespop.csv,City,6.10E-06,0.036954803,10.31769312,0,2.93E-04,0.327950441,10.31769312,0.095808975,0.573071233,0.367774632,0.01554571,0,gender_development.csv,Mean_Years_of_Education_Female,0,0.966666667
worldcitiespop.csv,City,6.10E-06,0.036954803,10.31773261,0,3.86E-04,0.327950441,10.31773261,0.099017643,0.686440259,0.412597927,0.01554571,0,gender_development.csv,Mean_Years_of_Education_Male,0,0.964285714
worldcitiespop.csv,City,6.10E-06,0.036954803,10.31727196,0,1.65E-04,0.017872328,10.31727196,6.03E-06,0.636198375,1.109080582,0.016398217,0,gender_development.csv,Country,0,0.571428571
worldcitiespop.csv,City,6.10E-06,0.031744996,10.31714473,0,1.59E-04,0.04663832,10.31714473,0.00642642,0.603735879,0.996476679,0.016297922,0,countries_of_the_world.csv,Population,0,0.9
worldcitiespop.csv,City,6.10E-06,0.031744996,10.31714034,0,1.61E-04,0.030969693,10.31714034,0.00405141,0.614556711,1.037735533,0.01634807,0,countries_of_the_world.csv,Country,0,0.571428571
worldcitiespop.csv,City,6.10E-06,0.031744996,10.31805287,0,0.00567325,0.75172654,10.31805287,0.637034595,1.636176371,0.262740711,0.014041287,0,countries_of_the_world.csv,Region,0,0.833333333
