ds_name,att_name,max_val,range_val,missing_values_pct,mean,std,min_val,distinct_values_cnt,co_of_var,distinct_values_pct,ds_name_2,att_name_2,name_dist,match
dataSpotifyClass.csv,liveness,5.00E-06,5.03E-06,0,2.05E-06,6.45E-07,1.67E-05,0.690607372,0.910145787,0.930062619,dataset_28_optdigits.csv,input9,0.875,0
dataSpotifyClass.csv,liveness,7.72E-05,7.67E-05,0,0.000222,0.000128,0.000369,1.051228713,0.00593593,1.431050738,dataset_22_mfeat-zernike.csv,att31,1,0
dataSpotifyClass.csv,liveness,0.000506,5.00E-04,0,0.001682941,0.000741,0.004157724,1.051228713,0.010913248,1.431050738,dataset_22_mfeat-zernike.csv,att18,1,0
dataSpotifyClass.csv,liveness,5.19E-06,5.18E-06,0,1.14E-05,7.63E-06,1.17E-05,1.051228713,0.002138516,1.431050738,dataset_22_mfeat-zernike.csv,att30,1,0
dataSpotifyClass.csv,speechiness,0.000122,0.000122,0,0.000801,4.00E-04,2.05E-05,0.633713229,0.013934738,0.909044177,ipums_la_98-small.csv,yngch,0.818181818,0
dataSpotifyClass.csv,speechiness,1.47E-06,2.57E-07,0,1.80E-05,3.49E-06,0.000869,0.691482667,0.023766878,0.906875322,ICU.csv,TYP,1,0
dataSpotifyClass.csv,speechiness,6.56E-07,6.31E-07,0,8.96E-08,4.00E-07,1.82E-05,1.052104007,0.015876029,1.432225706,dataset_14_mfeat-fourier.csv,att58,1,0
dataSpotifyClass.csv,speechiness,6.16E-07,5.90E-07,0,1.35E-07,2.91E-07,1.85E-05,1.052104007,0.013047543,1.432225706,dataset_14_mfeat-fourier.csv,att63,1,0
dataSpotifyClass.csv,speechiness,5.37E-07,5.17E-07,0,5.44E-07,2.55E-07,1.48E-05,1.052104007,0.017247129,1.432225706,dataset_14_mfeat-fourier.csv,att15,1,0
dataSpotifyClass.csv,speechiness,5.21E-07,4.95E-07,0,4.19E-07,1.18E-07,1.87E-05,1.052104007,0.012423669,1.432225706,dataset_14_mfeat-fourier.csv,att18,1,0
dataSpotifyClass.csv,speechiness,6.10E-07,5.85E-07,0,2.24E-08,3.97E-07,1.79E-05,1.051228713,0.013943399,1.431040751,dataset_14_mfeat-fourier.csv,att28,1,0
dataSpotifyClass.csv,speechiness,0,0,0,0,0,0,0,0,0,dataSpotify.csv,speechiness,0,0
dataSpotifyClass.csv,speechiness,7.24E-05,6.83E-06,0,0.000613,1.68E-05,0.04703968,0.680103838,0.031158521,0.846857971,iq_brain_size.csv,HC,1,0
dataSpotifyClass.csv,speechiness,4.36E-05,4.12E-05,0,0.000184,8.15E-05,0.001758665,0.662597948,0.015967187,0.889100998,dataset_12_mfeat-factors.csv,att141,1,0
dataSpotifyClass.csv,speechiness,5.11E-05,4.87E-05,0,0.000237,8.73E-05,0.001758665,0.657346181,0.018632662,0.881991268,dataset_12_mfeat-factors.csv,att200,1,0
dataSpotifyClass.csv,speechiness,5.23E-05,5.24E-05,0,0.000211,0.000102,2.05E-05,0.654720297,0.014346748,0.878436403,dataset_12_mfeat-factors.csv,att115,1,0
dataSpotifyClass.csv,speechiness,0.000825,0.000704,0,0.003323902,0.000714,0.087160973,0.394757826,0.024346728,0.52650479,dataset_12_mfeat-factors.csv,att122,1,0
dataSpotifyClass.csv,speechiness,5.48E-05,5.49E-05,0,0.00021,0.000119,2.05E-05,0.652969708,0.011429518,0.876066494,dataset_12_mfeat-factors.csv,att165,1,0
dataSpotifyClass.csv,speechiness,4.86E-05,4.87E-05,0,0.000239,7.79E-05,2.05E-05,0.657346181,0.02021518,0.881991268,dataset_12_mfeat-factors.csv,att21,1,0
dataSpotifyClass.csv,speechiness,0.000805,0.000718,0,0.003413284,0.001164975,0.063141574,0.269590711,0.019718076,0.357056235,dataset_12_mfeat-factors.csv,att50,1,0
dataSpotifyClass.csv,speechiness,5.36E-05,5.36E-05,0,0.000195,0.000114,2.05E-05,0.653845003,0.010718488,0.877251449,dataset_12_mfeat-factors.csv,att177,1,0
dataSpotifyClass.csv,speechiness,0.001198642,0.000636,0,0.008267363,0.000661,0.4038612,0.40701195,0.029284854,0.543094159,dataset_12_mfeat-factors.csv,att161,1,0
dataSpotifyClass.csv,speechiness,0.001519955,0.000799,0,0.008978491,0.001127,0.516841337,0.283595423,0.027615933,0.376015514,dataset_12_mfeat-factors.csv,att39,1,0
dataSpotifyClass.csv,speechiness,0.002201079,0.00220193,0,0.00133412,0.002583657,2.05E-05,9.034789985,0.038615412,0.474824102,fifa_ranking.csv,total_points,0.833333333,0
dataSpotifyClass.csv,speechiness,6.79E-06,1.83E-05,0,6.07E-06,2.59E-05,0.008263947,1.052104007,0.226059088,1.432225706,dataset_16_mfeat-karhunen.csv,att21,1,0
dataSpotifyClass.csv,speechiness,3.91E-06,1.10E-05,0,2.00E-06,1.24E-05,0.005085597,1.052104007,0.523943631,1.432225706,dataset_16_mfeat-karhunen.csv,att39,1,0
dataSpotifyClass.csv,speechiness,1.99E-05,3.76E-05,0,1.69E-05,5.38E-05,0.012745105,1.052104007,0.079570437,1.432225706,dataset_16_mfeat-karhunen.csv,att4,1,0
dataSpotifyClass.csv,speechiness,2.28E-07,2.57E-07,0,4.64E-06,4.07E-06,2.05E-05,0.691482667,0.000123,0.925834601,mobile.csv,dual_sim,0.909090909,0
dataSpotifyClass.csv,speechiness,2.71E-06,2.74E-06,0,7.67E-06,7.56E-06,2.05E-05,0.689732078,0.003408736,0.924125686,WA_Fn-UseC_-HR-Employee-Attrition.csv,StockOptionLevel,0.8125,0
dataSpotifyClass.csv,speechiness,1.88E-05,1.89E-05,0,6.20E-05,4.89E-05,2.05E-05,0.678353249,0.003276532,0.923405654,dataset_28_optdigits.csv,input59,1,0
dataSpotifyClass.csv,speechiness,1.88E-05,1.89E-05,0,0.000106,5.04E-05,2.05E-05,0.678353249,0.014650593,0.923405654,dataset_28_optdigits.csv,input52,1,0
dataSpotifyClass.csv,speechiness,2.28E-07,1.09E-07,0,5.39E-06,2.48E-06,8.53E-05,0.353618984,0.012966582,0.456836644,php9xWOpn.csv,V27,1,0
dataSpotifyClass.csv,speechiness,16.11240836,16.11010284,0,18.05446926,17.60702688,5.971024179,1.003962809,0.003469625,1.436893488,php9xWOpn.csv,V3,1,0
dataSpotifyClass.csv,tempo,0.00026,2.00E-04,0,0.001323469,0.000256,0.04257572,1.670937229,0.040168924,2.251596809,ipums_la_98-small.csv,sploc,1,0
dataSpotifyClass.csv,tempo,0.000272,0.000212,0,0.001328776,0.000264,0.042572624,0.065647089,0.009761378,0.108037105,dataset_14_mfeat-fourier.csv,att61,1,0
dataSpotifyClass.csv,tempo,0.000272,0.000212,0,0.001328895,0.000264,0.042573699,0.065647089,0.011880528,0.108037105,dataset_14_mfeat-fourier.csv,att63,1,0
dataSpotifyClass.csv,tempo,0.000272,0.000212,0,0.001329141,0.000264,0.042575489,0.065647089,0.01133227,0.108037105,dataset_14_mfeat-fourier.csv,att33,1,0
dataSpotifyClass.csv,tempo,0,0,0,0,0,0,0,0,0,dataSpotify.csv,tempo,0,0
dataSpotifyClass.csv,tempo,0.021527858,0.019808758,0,0.065992851,0.037018042,1.238045185,0.02713413,0.012978541,0.017568117,dataset_18_mfeat-morphological.csv,att6,1,0
dataSpotifyClass.csv,tempo,0.000224,0.000164,0,0.001162053,0.000177,0.04257572,1.644678394,0.011921466,2.207364824,dataset_12_mfeat-factors.csv,att9,1,0
dataSpotifyClass.csv,tempo,0.000226,0.000168,0,0.001133255,0.000187,0.041686112,1.647304277,0.007182767,2.210919689,dataset_12_mfeat-factors.csv,att151,0.833333333,0
dataSpotifyClass.csv,tempo,0.000245,0.000186,0,0.00124117,0.00021,0.04257572,1.659558401,0.015204995,2.227509058,dataset_12_mfeat-factors.csv,att36,1,0
dataSpotifyClass.csv,tempo,2.40E-05,3.42E-05,0,0.001230469,7.79E-05,0.041686112,1.675313702,0.118642405,2.10087277,phpRiBb0c.csv,shelf,1,0
dataSpotifyClass.csv,tempo,0.000261,0.000191,0,0.001321514,0.000239,0.050174278,0.065647089,0.101268587,0.108037105,dataset_16_mfeat-karhunen.csv,att23,1,0
dataSpotifyClass.csv,tempo,0.000267,0.000209,0,0.001300378,0.000254,0.041686112,1.676188996,0.005946242,2.248314287,WA_Fn-UseC_-HR-Employee-Attrition.csv,RelationshipSatisfaction,0.875,0
dataSpotifyClass.csv,tempo,0.000266,0.000208,0,0.001298183,0.000255,0.041686112,1.675313702,0.004384888,2.246702103,WA_Fn-UseC_-HR-Employee-Attrition.csv,Education,0.888888889,0
dataSpotifyClass.csv,tempo,0.000271,0.000213,0,0.001319164,0.000265,0.041697579,0.806146248,0.007183514,1.890722689,wine_quality.csv,density,0.857142857,0
dataSpotifyClass.csv,tempo,0.000271,0.000212,0,0.001325513,0.000263,0.04257572,0.508546113,0.003715192,0.621100276,php9xWOpn.csv,V16,1,0
dataSpotifyClass.csv,tempo,0.000271,0.000212,0,0.001323484,0.00026,0.04257572,1.677939585,0.019840514,2.252321074,php9xWOpn.csv,V13,1,0
dataSpotifyClass.csv,tempo,8.91E-05,0.000147,0,0.000106,0.000382,0.041590884,0.065647089,0.012059637,0.108037105,dataset_22_mfeat-zernike.csv,att40,1,0
dataSpotifyClass.csv,acousticness,1.240591145,1.234849714,0,6.292791637,4.458207991,4.448036893,1.198278191,0.020078888,1.629989447,ipums_la_98-small.csv,value,0.833333333,0
dataSpotifyClass.csv,acousticness,8.78E-07,8.82E-07,0,9.49E-07,2.09E-06,2.37E-06,0.525176709,0.029664526,0.724895149,dataset_14_mfeat-fourier.csv,att58,0.833333333,0
dataSpotifyClass.csv,acousticness,7.98E-07,8.02E-07,0,8.53E-07,2.02E-06,2.37E-06,0.525176709,0.02906434,0.724895149,dataset_14_mfeat-fourier.csv,att64,0.833333333,0
dataSpotifyClass.csv,acousticness,7.43E-07,7.46E-07,0,6.20E-07,1.81E-06,1.85E-06,0.525176709,0.026212166,0.724895149,dataset_14_mfeat-fourier.csv,att18,0.833333333,0
dataSpotifyClass.csv,acousticness,4.64E-07,4.79E-07,0,8.77E-07,1.28E-06,1.02E-05,0.525176709,0.029762353,0.724895149,dataset_14_mfeat-fourier.csv,att74,0.833333333,0
dataSpotifyClass.csv,acousticness,6.21E-06,6.21E-06,0,6.63E-06,7.91E-06,2.53E-09,1.214908787,0.001807185,1.562669744,dataset_2189_lowbwt.csv,FTV,1,0
dataSpotifyClass.csv,acousticness,0.001228194,0.001227412,0,0.005027015,0.003007112,0.00089,0.393882532,0.024103704,0.620998203,cwurData.csv,influence,0.833333333,0
dataSpotifyClass.csv,acousticness,2.11E-05,2.11E-05,0,9.63E-05,3.27E-05,2.53E-09,1.203529958,0.032877066,1.615390833,dataset_12_mfeat-factors.csv,att143,0.833333333,0
dataSpotifyClass.csv,acousticness,5.09E-05,4.72E-05,0,0.000249,7.22E-05,0.00266882,1.185148773,0.035092323,1.59050678,dataset_12_mfeat-factors.csv,att80,0.833333333,0
dataSpotifyClass.csv,acousticness,0.000748,0.000633,0,0.003370311,0.000826,0.082733484,0.875294515,0.037014182,1.171032736,dataset_12_mfeat-factors.csv,att170,0.833333333,0
dataSpotifyClass.csv,acousticness,2.61E-05,2.61E-05,0,0.000141,4.02E-05,2.53E-09,1.20002878,0.035044884,1.610651014,dataset_12_mfeat-factors.csv,att96,0.833333333,0
dataSpotifyClass.csv,acousticness,2.36E-05,2.36E-05,0,0.000125,3.84E-05,2.53E-09,1.201779369,0.03421117,1.613020924,dataset_12_mfeat-factors.csv,att24,0.833333333,0
dataSpotifyClass.csv,acousticness,1.99E-05,1.99E-05,0,9.94E-05,2.73E-05,2.53E-09,1.204405253,0.035233211,1.616575788,dataset_12_mfeat-factors.csv,att178,0.833333333,0
dataSpotifyClass.csv,acousticness,8.14E-06,1.73E-05,0,5.11E-06,1.85E-05,0.006583807,0.525176709,0.297873505,0.724895149,dataset_16_mfeat-karhunen.csv,att25,0.833333333,0
dataSpotifyClass.csv,acousticness,2.36E-05,2.11E-05,0,0.000119,5.20E-05,0.001779212,1.203529958,0.029543397,1.59287669,mobile.csv,talk_time,0.75,0
dataSpotifyClass.csv,acousticness,4.97E-06,4.97E-06,0,2.02E-06,1.68E-06,2.53E-09,1.216659376,0.891181146,1.636218209,dataset_28_optdigits.csv,input9,0.833333333,0
dataSpotifyClass.csv,acousticness,1.23E-06,1.23E-06,0,2.05E-06,2.58E-06,2.53E-09,1.21928526,0,1.637483285,dataset_28_optdigits.csv,input1,0.833333333,0
dataSpotifyClass.csv,acousticness,5.46E-08,1.17E-06,0,8.83E-06,2.55E-06,0.000878,0.346616628,0.045900083,1.273864645,wine_quality.csv,density,0.833333333,0
dataSpotifyClass.csv,acousticness,0.000357,0.000356,0,0.000332,0.000174,0.00089,1.101995795,0.026697754,1.588661044,wine_quality.csv,free_sulfur_dioxide,0.894736842,0
dataSpotifyClass.csv,acousticness,4.05E-06,4.05E-06,0,1.33E-05,1.93E-06,2.53E-09,1.030221644,0.035253988,1.372953695,php9xWOpn.csv,V24,1,0
dataSpotifyClass.csv,acousticness,0.002123902,0.002119732,0,0.006756974,0.004934784,0.003558427,0.350117806,0.019273155,0.424257168,php9xWOpn.csv,V2,1,0
dataSpotifyClass.csv,acousticness,0.000352,0.000347,0,0.001195827,0.000525,0.003400771,0.525176709,0.029877036,0.724895149,dataset_22_mfeat-zernike.csv,att5,0.833333333,0
dataSpotifyClass.csv,acousticness,5.16E-06,5.12E-06,0,1.14E-05,6.59E-06,2.84E-05,0.525176709,0.021103157,0.724895149,dataset_22_mfeat-zernike.csv,att30,0.833333333,0
dataSpotifyClass.csv,danceability,6.75E-07,5.26E-07,0,5.46E-06,9.53E-07,0.000106,1.19215113,0.009410215,1.620220538,dataset_14_mfeat-fourier.csv,att19,0.916666667,0
dataSpotifyClass.csv,danceability,9.92E-09,1.41E-07,0,5.31E-06,1.11E-06,0.000109,0.415764895,0.059379921,0.558109659,dataSpotify.csv,instrumentalness,0.875,0
dataSpotifyClass.csv,danceability,1.24E-05,1.26E-05,0,5.17E-05,3.46E-05,0.000109,0.542682599,0.014022095,0.728479975,dataSpotify.csv,key,0.833333333,0
dataSpotifyClass.csv,danceability,0.001783993,0.00059,0,0.012308385,0.001206946,0.856583374,0.536555538,0.005051812,1.508834775,iq_brain_size.csv,TOTVOL,1,0
dataSpotifyClass.csv,danceability,2.11E-05,2.13E-05,0,0.000103,2.57E-05,0.000109,0.536555538,0.000487,0.720065444,dataset_12_mfeat-factors.csv,att168,0.916666667,0
dataSpotifyClass.csv,danceability,5.21E-05,5.23E-05,0,0.000225,8.81E-05,0.000109,0.514673175,0.005517096,0.690441571,dataset_12_mfeat-factors.csv,att104,0.916666667,0
dataSpotifyClass.csv,danceability,2.48E-05,2.50E-05,0,0.000111,4.58E-05,0.000109,0.533929654,0.006130023,0.716510579,dataset_12_mfeat-factors.csv,att107,0.916666667,0
dataSpotifyClass.csv,danceability,2.86E-05,2.87E-05,0,0.00011,5.28E-05,0.000109,0.531303771,0.008467543,0.712955715,dataset_12_mfeat-factors.csv,att82,0.916666667,0
dataSpotifyClass.csv,danceability,2.86E-05,2.87E-05,0,0.000114,4.88E-05,0.000109,0.531303771,0.006616009,0.712955715,dataset_12_mfeat-factors.csv,att94,0.916666667,0
dataSpotifyClass.csv,danceability,4.59E-05,4.48E-05,0,0.000229,7.76E-05,0.000781,0.519924942,0.00363234,0.697551301,dataset_12_mfeat-factors.csv,att212,0.916666667,0
dataSpotifyClass.csv,danceability,0.001019788,0.000478,0,0.006998313,0.000484,0.388649893,0.332611916,0.006106158,0.443970946,dataset_12_mfeat-factors.csv,att5,0.833333333,0
dataSpotifyClass.csv,danceability,2.86E-05,2.87E-05,0,0.000131,3.76E-05,0.000109,0.531303771,0.001800721,0.712955715,dataset_12_mfeat-factors.csv,att156,0.916666667,0
dataSpotifyClass.csv,danceability,4.22E-05,3.99E-05,0,0.000241,5.11E-05,0.001670683,0.525176709,0.000856,0.70466103,dataset_12_mfeat-factors.csv,att128,0.916666667,0
dataSpotifyClass.csv,danceability,1.97E-05,3.76E-05,0,1.11E-05,5.30E-05,0.012833087,1.19215113,0.103139729,1.620220538,dataset_16_mfeat-karhunen.csv,att4,0.833333333,0
dataSpotifyClass.csv,danceability,1.35E-05,3.03E-05,0,2.22E-05,3.88E-05,0.012022916,1.19215113,0.104518674,1.620220538,dataset_16_mfeat-karhunen.csv,att7,0.833333333,0
dataSpotifyClass.csv,danceability,3.11E-06,9.10E-06,0,8.75E-06,1.04E-05,0.004290158,1.191275835,0.229525064,1.619035583,dataset_16_mfeat-karhunen.csv,att41,0.916666667,0
dataSpotifyClass.csv,danceability,2.47E-06,6.41E-06,0,6.95E-06,7.41E-06,0.002827598,1.19215113,1.765511404,1.620220538,dataset_16_mfeat-karhunen.csv,att61,0.916666667,0
dataSpotifyClass.csv,danceability,7.32E-05,5.11E-05,0,0.000397,8.90E-05,0.015904401,0.515548469,0.000431,0.673255694,WA_Fn-UseC_-HR-Employee-Attrition.csv,Age,0.916666667,0
dataSpotifyClass.csv,danceability,0.000107,0.000107,0,0.000139,0.000112,0.000109,0.516423764,0.019741958,0.359747996,menu.csv,Protein,0.833333333,0
dataSpotifyClass.csv,danceability,1.86E-05,1.88E-05,0,0.000124,4.15E-05,0.000109,0.538306127,0.003394649,0.735410821,dataset_28_optdigits.csv,input60,0.916666667,0
dataSpotifyClass.csv,danceability,1.86E-05,1.88E-05,0,9.23E-06,2.77E-05,0.000109,0.538306127,0.058319958,0.735410821,dataset_28_optdigits.csv,input42,0.916666667,0
dataSpotifyClass.csv,danceability,8.70E-06,8.86E-06,0,3.46E-06,7.13E-06,0.000109,0.545308483,0.088039514,0.738784359,dataset_28_optdigits.csv,input2,0.833333333,0
dataSpotifyClass.csv,danceability,1.98E-08,1.71E-07,0,2.05E-07,3.26E-06,0.000109,0.551435545,0.018481734,0.740137641,php9xWOpn.csv,V13,1,0
dataSpotifyClass.csv,danceability,0.000313,0.000267,0,0.001417238,0.000184,0.032806941,0.465656682,0.003877491,0.620482223,php9xWOpn.csv,V10,1,0
dataSpotifyClass.csv,danceability,1.07E-05,1.08E-05,0,2.04E-05,1.34E-05,8.02E-05,1.19215113,0.011512091,1.620220538,dataset_22_mfeat-zernike.csv,att34,0.916666667,0
dataSpotifyClass.csv,danceability,1.41E-05,1.42E-05,0,3.53E-05,2.29E-05,4.34E-05,1.19215113,0.012700976,1.620220538,dataset_22_mfeat-zernike.csv,att38,0.916666667,0
dataSpotifyClass.csv,duration_ms,1.246323921,1.226880878,0,2.693976521,0.813394907,14.27108158,1.675313702,0.047229223,2.254896608,ipums_la_98-small.csv,movedin,0.818181818,0
dataSpotifyClass.csv,duration_ms,1.246331365,1.226889566,0,2.693977982,0.81341334,14.27019197,1.679690174,0.003362463,2.233413858,ICU.csv,PH,1,0
dataSpotifyClass.csv,duration_ms,1.246333536,1.226890499,0,2.693988607,0.813415346,14.27107941,0.0638965,0.004735092,0.10568717,dataset_14_mfeat-fourier.csv,att53,0.818181818,0
dataSpotifyClass.csv,duration_ms,1.246333554,1.226890517,0,2.693988765,0.81341537,14.27107955,0.0638965,0.006582036,0.10568717,dataset_14_mfeat-fourier.csv,att52,0.818181818,0
dataSpotifyClass.csv,duration_ms,0,0,0,0,0,0,0,0,0,dataSpotify.csv,duration_ms,0,1
dataSpotifyClass.csv,duration_ms,1.246332616,1.226889619,0,2.693984196,0.813413334,14.27105062,0.934814542,0.00546698,1.254865506,dataSpotify.csv,valence,0.818181818,0
dataSpotifyClass.csv,duration_ms,1.246331365,1.226888325,0,2.693984244,0.813409189,14.27108158,1.67881488,0.033765151,2.253558091,dataset_18_mfeat-morphological.csv,att1,0.818181818,0
dataSpotifyClass.csv,duration_ms,1.246281741,1.226838682,0,2.693796309,0.813330704,14.27108158,1.643803099,0.005055485,2.206159894,dataset_12_mfeat-factors.csv,att79,0.818181818,0
dataSpotifyClass.csv,duration_ms,1.246330361,1.22688325,0,2.693990174,0.813406858,14.27399939,0.0638965,0.611949164,0.10568717,dataset_16_mfeat-karhunen.csv,att62,0.818181818,0
dataSpotifyClass.csv,duration_ms,1.246328884,1.226889566,0,2.693955136,0.813412207,14.26841275,1.679690174,0.007250278,2.253888589,WA_Fn-UseC_-HR-Employee-Attrition.csv,PerformanceRating,0.882352941,0
dataSpotifyClass.csv,duration_ms,1.246313997,1.22687095,0,2.693915064,0.813357414,14.27108158,1.666560757,0.017594997,2.24994419,dataset_28_optdigits.csv,input20,0.909090909,0
dataSpotifyClass.csv,duration_ms,1.246332606,1.226889566,0,2.69398932,0.81341414,14.27108158,1.679690174,0.183359245,2.254671009,php9xWOpn.csv,V32,1,0
dataSpotifyClass.csv,duration_ms,1.246332606,1.226889566,0,2.69398856,0.813412838,14.27108158,1.679690174,0.08973579,2.254671009,php9xWOpn.csv,V29,1,0
dataSpotifyClass.csv,duration_ms,14.86607552,14.88321302,0,15.36048064,16.79361199,8.300036848,0.015755301,0.024633992,0.110354952,php9xWOpn.csv,V3,1,0
dataSpotifyClass.csv,duration_ms,1.246082006,1.226638872,0,2.693064874,0.813096957,14.27108158,1.540518347,0.001567238,2.060536199,php9xWOpn.csv,V9,1,0
dataSpotifyClass.csv,duration_ms,1.246195631,1.226754474,0,2.693606903,0.813239702,14.26969511,0.0638965,0.005786154,0.10568717,dataset_22_mfeat-zernike.csv,att35,0.818181818,0
dataSpotifyClass.csv,duration_ms,1.245967097,1.226524615,0,2.693149016,0.81290224,14.27058394,0.0638965,0.011305003,0.10568717,dataset_22_mfeat-zernike.csv,att32,0.818181818,0
dataSpotifyClass.csv,duration_ms,1.245593624,1.226150388,0,2.692463898,0.812308952,14.2710238,0.0638965,0.015495325,0.10568717,dataset_22_mfeat-zernike.csv,att29,0.818181818,0
dataSpotifyClass.csv,duration_ms,1.246303348,1.226860733,0,2.69390719,0.813378501,14.27076916,0.063021205,0.005500794,0.104502215,dataset_22_mfeat-zernike.csv,att41,0.818181818,0
dataSpotifyClass.csv,instrumentalness,0.00012,1.21E-06,0,0.001070423,2.71E-06,0.087181523,0.968075734,0.06802229,1.300372625,ipums_la_98-small.csv,year,0.875,0
dataSpotifyClass.csv,instrumentalness,6.80E-07,6.83E-07,0,1.71E-07,2.10E-06,1.68E-06,0.776386235,0.050539373,1.06211088,dataset_14_mfeat-fourier.csv,att65,0.875,0
dataSpotifyClass.csv,instrumentalness,7.50E-07,7.55E-07,0,2.21E-08,2.05E-06,3.36E-06,0.776386235,0.051182714,1.06211088,dataset_14_mfeat-fourier.csv,att66,0.875,0
dataSpotifyClass.csv,instrumentalness,4.41E-07,4.55E-07,0,1.47E-06,1.41E-06,1.02E-05,0.776386235,0.051784485,1.06211088,dataset_14_mfeat-fourier.csv,att74,0.875,0
dataSpotifyClass.csv,instrumentalness,0.000309,0.00021,0,0.0014184,3.00E-04,0.07116859,0.90330394,0.060222664,0.360248828,dataset_2189_lowbwt.csv,LWT,1,0
