ds_name,att_name,missing_values_pct,val_pct_min,val_pct_median,val_size_min,val_size_avg,val_pct_max,distinct_values_cnt,val_pct_std,distinct_values_pct,val_size_co_of_var,val_size_max,ds_name_2,att_name_2,name_dist,match
worldcitiespop.csv,City,6.1e-06,0.003570674,10.31223549,0,7.2e-05,0.027846843,10.31223549,0.00616919,0.18460761,0.460957554,0.015646005,dataSpotify.csv,artist,0.833333333,0
worldcitiespop.csv,City,6.1e-06,3.60331244,10.31811868,13.22115051,10.34443157,1.778021616,10.31811868,6.03e-06,1.820018294,1.109080582,1.08117908,who_suicide_statistics.csv,sex,1,1
worldcitiespop.csv,City,6.1e-06,3.60331244,10.31811868,0.005436577,0.004088528,1.778021616,10.31811868,6.03e-06,1.574497627,1.109080582,0.01594689,iq_brain_size.csv,SEX,1,0
worldcitiespop.csv,City,6.1e-06,0.00327347,10.313635,0,0.000378,0.006099309,10.313635,0.002800581,0.676821069,0.884479665,0.016247775,cwurData.csv,institution,0.818181818,0
worldcitiespop.csv,City,0.218707768,0.0287094,10.31748693,0,0.00012,0.467256685,10.31748693,0.121270055,0.391349567,0.375195372,0.014793499,countries_and_continents.csv,ISO4217-currency_alphabetic_code,0.96875,0
worldcitiespop.csv,City,0.205842246,0.0287094,10.31748254,0,0.000118,0.467256685,10.31748254,0.120872367,0.381563397,0.374122596,0.014793499,countries_and_continents.csv,ISO4217-currency_name,0.952380952,0
worldcitiespop.csv,City,0.128649114,0.0287094,10.31707015,0,0.000165,0.013802871,10.31707015,6.03e-06,0.538336667,1.109080582,0.016398217,countries_and_continents.csv,official_name_fr,0.9375,0
worldcitiespop.csv,City,0.23157329,0.0287094,10.31710963,0,0.000163,0.027973302,10.31710963,0.002555132,0.450261129,1.059057282,0.01634807,countries_and_continents.csv,ITU,1,0
worldcitiespop.csv,City,0.077187027,0.0287094,10.31706137,0,0.000161,0.042143734,10.31706137,0.004999509,0.557909008,1.011695179,0.016297922,countries_and_continents.csv,MARC,1,1
worldcitiespop.csv,City,0.025724939,0.0287094,10.31703505,0,0.000165,0.013802871,10.31703505,6.03e-06,0.616626034,1.109080582,0.016398217,countries_and_continents.csv,ISO3166-1-Alpha-3,1,0
worldcitiespop.csv,City,0.128649114,0.0287094,10.31707015,0,0.000165,0.013802871,10.31707015,6.03e-06,0.538336667,1.109080582,0.016398217,countries_and_continents.csv,official_name_en,0.9375,0
worldcitiespop.csv,City,0.360228508,0.0287094,10.31726318,0,0.000103,0.155507188,10.31726318,0.035289268,0.107745148,0.497461912,0.015896743,countries_and_continents.csv,DS,1,0
worldcitiespop.csv,City,0.321631943,0.0287094,10.31713595,0,0.000165,0.013802871,10.31713595,6.03e-06,0.391544103,1.109080582,0.016398217,countries_and_continents.csv,IOC,1,0
worldcitiespop.csv,City,0.064321505,0.0287094,10.31706137,0,0.000159,0.042143734,10.31706137,0.005581075,0.557909008,1.000822378,0.016297922,countries_and_continents.csv,Languages,1,1
worldcitiespop.csv,City,0.025724939,0.0287094,10.31703505,0,0.000165,0.013802871,10.31703505,6.03e-06,0.616626034,1.109080582,0.016398217,countries_and_continents.csv,name,1,0
worldcitiespop.csv,City,6.1e-06,0.144130318,10.31803532,0,0.000487,0.568716976,10.31803532,0.375679871,0.788472382,0.492523991,0.016047185,top50.csv,Genre,1,1
worldcitiespop.csv,City,6.1e-06,0.005160071,10.31785106,0,0.009835188,0.381807764,10.31785106,0.208868822,1.709278998,0.080696227,0.008926247,Word_University_Rank_2020.csv,International_Students,0.909090909,0
worldcitiespop.csv,City,6.1e-06,0.005160071,10.31749131,0,0.003912511,1.00602746,10.31749131,0.293552688,1.564996069,2.217451674,0.003359879,Word_University_Rank_2020.csv,Overall_Ranking,0.933333333,0
worldcitiespop.csv,City,6.1e-06,0.005160071,10.31749131,0,0.003912511,1.00602746,10.31749131,0.293552688,1.564996069,2.217451674,0.003359879,Word_University_Rank_2020.csv,Rank_Char,0.888888889,0
worldcitiespop.csv,City,6.1e-06,0.093590319,10.31807481,0,0.002394913,1.339198313,10.31807481,1.039825336,1.437326014,0.133927249,0.014994088,phpRiBb0c.csv,calories,0.875,0
worldcitiespop.csv,City,6.1e-06,0.093590319,10.31779403,0,0.000159,0.092016292,10.31779403,0.014515745,0.604298,1.022829972,0.01634807,phpRiBb0c.csv,name,1,0
worldcitiespop.csv,City,6.1e-06,0.036954803,10.3177019,0,0.000312,0.254990885,10.3177019,0.082220935,0.59826435,0.485755267,0.0157463,gender_development.csv,Expected_Years_of_Education_Female,0.970588235,0
worldcitiespop.csv,City,6.1e-06,0.036954803,10.31748254,0,1.09e-05,0.492109442,10.31748254,0.108410713,0.031563571,0.136415759,0.015094383,gender_development.csv,Human_Development_Index_Female,0.966666667,0
worldcitiespop.csv,City,6.1e-06,0.036954803,10.31773261,0,0.000386,0.327950441,10.31773261,0.099017643,0.686440259,0.412597927,0.01554571,gender_development.csv,Mean_Years_of_Education_Male,0.964285714,0
worldcitiespop.csv,City,6.1e-06,0.031744996,10.31714034,0,0.000161,0.030969693,10.31714034,0.00405141,0.614556711,1.037735533,0.01634807,countries_of_the_world.csv,Country,0.571428571,0
worldcitiespop.csv,City,6.1e-06,0.002618322,10.31676305,0,0.003541424,0.513101896,10.31676305,0.108062057,1.542342049,1.517475131,0.003460174,Minimum_Wage_Data.csv,Table_Data,0.9,0
worldcitiespop.csv,City,6.1e-06,0.002618322,10.31734215,0,0.006623338,0.516982018,10.31734215,0.157799617,1.660245836,1.09843781,0.003610617,Minimum_Wage_Data.csv,LowValue,1,0
worldcitiespop.csv,City,6.1e-06,0.002618322,10.31736847,0,0.006875171,0.516982018,10.31736847,0.168247402,1.665605099,1.165696238,0.003610617,Minimum_Wage_Data.csv,HighValue,0.888888889,0
worldcitiespop.csv,City,6.1e-06,0.002618322,10.31572329,0,0.001733969,0.516982018,10.31572329,0.064729876,1.330651159,1.663310963,0.003610617,Minimum_Wage_Data.csv,Low2018,1,0
worldcitiespop.csv,City,2.765350432,1.035248504,10.31812307,0.077320202,0.06033228,0.510572759,10.31812307,6.03e-06,1.817395184,1.109080582,0.009979343,dataset_1_anneal.csv,bf,1,0
worldcitiespop.csv,City,3.13574279,0.208652924,10.31812307,0.015101602,0.011650713,0.102612659,10.31812307,6.03e-06,1.817395184,1.109080582,0.015144531,dataset_1_anneal.csv,chrom,1,0
worldcitiespop.csv,City,3.204067594,0.056174128,10.31812307,0.003624384,0.002670618,0.027357883,10.31812307,6.03e-06,1.817395184,1.109080582,0.016097332,dataset_1_anneal.csv,phos,1,0
worldcitiespop.csv,City,3.045841732,0.409282919,10.31812307,0.030203204,0.023466627,0.201632101,10.31812307,6.03e-06,1.817395184,1.109080582,0.013890844,dataset_1_anneal.csv,lustre,0.833333333,0
worldcitiespop.csv,City,1.089594715,0.321005721,10.31811868,0.023558499,0.139971544,2.19786405,10.31811868,2.813801703,1.814659851,0.445318355,0.011383472,dataset_1_anneal.csv,condition,0.777777778,0
worldcitiespop.csv,City,0.877428219,0.441383718,10.3181099,0.03261946,0.076638242,1.227473519,10.3181099,1.199983161,1.809189185,0.59401247,0.000903,dataset_1_anneal.csv,surface-quality,0.8,0
worldcitiespop.csv,City,2.963132759,0.593862515,10.31812307,0.044096678,0.034337269,0.292729987,10.31812307,6.03e-06,1.817395184,1.109080582,0.012737453,dataset_1_anneal.csv,bt,0.75,0
worldcitiespop.csv,City,2.999093182,0.176552125,10.31811868,0.012685346,0.014486532,0.165985101,10.31811868,0.109268053,1.814659851,0.869433419,0.014342171,dataset_1_anneal.csv,oil,0.75,0
worldcitiespop.csv,City,0.309253534,0.080249727,10.31809674,0.005436577,0.054188005,1.742374617,10.31809674,1.696192912,1.800983187,0.082899782,0.005616515,dataset_1_anneal.csv,steel,1,0
worldcitiespop.csv,City,2.693429586,1.1957525,10.31812307,0.089401484,0.069785012,0.589788313,10.31812307,6.03e-06,1.817395184,1.109080582,0.008976394,dataset_1_anneal.csv,bl,1,0
worldcitiespop.csv,City,6.1e-06,0.007204359,10.31767557,0,0.003950866,0.109892568,10.31767557,0.082464581,1.567128641,0.445237848,0.014893793,IMDB-Movie-Data.csv,Runtime_Minutes,0.866666667,0
worldcitiespop.csv,City,6.1e-06,0.007204359,10.31375784,0,0.000163,0.006745996,10.31375784,0.000615,0.62637306,1.060773801,0.01634807,IMDB-Movie-Data.csv,Votes,0.8,0
worldcitiespop.csv,City,6.1e-06,0.007204359,10.31721931,0,0.00164543,0.177471357,10.31721931,0.073796245,1.311670436,0.08482194,0.013940992,IMDB-Movie-Data.csv,Genre,1,0
worldcitiespop.csv,City,6.1e-06,0.254926117,10.31808797,0.030807268,0.07655947,0.788414577,10.31808797,0.641448527,1.805091768,0.65791376,1e-04,WA_Fn-UseC_-HR-Employee-Attrition.csv,JobRole,1,0
worldcitiespop.csv,City,6.1e-06,0.132364392,10.31810113,0.015705666,0.115158123,1.465896169,10.31810113,1.422701688,1.810104684,0.441973291,0.013940992,WA_Fn-UseC_-HR-Employee-Attrition.csv,EducationField,0.928571429,0
worldcitiespop.csv,City,6.1e-06,2.039424831,10.31811868,0.250686593,0.346750046,2.549866715,10.31811868,2.129441141,1.816788573,0.776248168,0.036407051,WA_Fn-UseC_-HR-Employee-Attrition.csv,OverTime,0.875,0
worldcitiespop.csv,City,6.1e-06,0.00038,10.26078724,0,4.33e-05,0.003598053,10.26078724,0.000627,0.115632581,0.462958925,0.015395268,song_data.csv,song_name,1,1
worldcitiespop.csv,City,0.006541434,0.001458928,10.31792564,0,0.049934276,3.324917312,10.31792564,1.336079923,1.797220718,3.703770649,0.21478154,movie_metadata.csv,language,1,0
worldcitiespop.csv,City,6.1e-06,0.011949022,10.31556535,0,0.00015,0.011429382,10.31556535,0.002881083,0.558801611,0.977313787,0.01634807,top10s.csv,title,0.6,1
worldcitiespop.csv,City,6.1e-06,0.011949022,10.31790809,0,0.005062159,1.928432641,10.31790809,0.74854844,1.616454821,1.815894447,5.01e-05,top10s.csv,top_genre,1,1
worldcitiespop.csv,City,6.1e-06,0.072064024,10.31768874,0,0.000165,0.035200223,10.31768874,6.03e-06,0.636198375,1.109080582,0.016398217,featuresdf.csv,id,0.75,0
worldcitiespop.csv,City,6.1e-06,0.001410794,10.307278,0,0.000337,0.024041702,10.307278,0.004755397,0.629051821,0.188863411,0.014693204,billboard_lyrics_1964-2015.csv,Artist,0.833333333,1
worldcitiespop.csv,City,6.1e-06,0.001410794,10.29802109,0,0.000112,0.003816884,10.29802109,0.000741,0.387194054,0.841555267,0.01614748,billboard_lyrics_1964-2015.csv,Song,1,1
worldcitiespop.csv,Region,1.908633715,0.003844427,0.001680283,0.000604,3.676906369,0.367261676,0.001680283,0.365389932,0.003959704,0.993790236,7.961710475,ipums_la_98-small.csv,chborn,0.833333333,1
worldcitiespop.csv,Region,0.781309763,0.239732764,0.001724155,0.148599764,2.894280791,1.454965838,0.001724155,1.642774815,0.000678,1.538746853,7.846922955,ipums_la_98-small.csv,empstatg,1,0
worldcitiespop.csv,Region,1.705862089,0.000956,0.001522345,0.001208128,3.754135334,0.611508045,0.001522345,0.331098386,0.015773711,1.162479636,7.935934684,ipums_la_98-small.csv,migplac5,0.875,0
worldcitiespop.csv,Region,2.292605517,0.115530333,0.001724155,0.070675497,3.446162768,0.678034294,0.001724155,0.936982779,0.000678,1.25610657,7.92891404,ipums_la_98-small.csv,schltype,1,0
worldcitiespop.csv,Region,8.14e-06,0.002881617,0.001702219,0,3.345983507,3.314849669,0.001702219,3.11313782,0.00231887,0.079386872,7.650645825,ipums_la_98-small.csv,gqtypeg,1,0
worldcitiespop.csv,Region,0.781309763,1.912132938,0.001728542,1.19785907,2.447324134,1.573287523,0.001728542,1.04885215,0.00035,1.837452648,7.83443624,ipums_la_98-small.csv,labforce,0.875,0
worldcitiespop.csv,Region,2.21839973,0.117455952,0.001706606,0.071883625,3.62999589,0.08262437,0.001706606,0.124957697,0.001990703,1.732356753,7.991748799,ipums_la_98-small.csv,yrlastwk,1,0
worldcitiespop.csv,Region,0.785192624,0.843414347,0.001728542,0.527347941,2.449450999,2.096468948,0.001728542,2.498159401,0.00035,1.537784171,7.779223894,ipums_la_98-small.csv,vetstat,0.857142857,0
worldcitiespop.csv,Region,1.792147888,0.000956,0.001693445,0.001208128,3.630758861,1.027772285,0.001693445,0.902924353,0.002975204,0.364555838,7.892005515,ipums_la_98-small.csv,tranwork,0.875,0
worldcitiespop.csv,Region,1.373661767,0.336976528,0.001728542,0.209610236,2.771789144,1.698261832,0.001728542,2.29364386,0.00035,1.425426398,7.82124746,ipums_la_98-small.csv,classwkg,1,0
worldcitiespop.csv,Region,8.14e-06,0.000956,0.001254728,0.001208128,3.756033334,1.284373529,0.001254728,0.325434499,0.035791889,1.304409734,7.864925891,ipums_la_98-small.csv,bplg,1,0
worldcitiespop.csv,Region,8.14e-06,2.090252704,0.001728542,1.309610924,2.019351713,2.34594238,0.001728542,1.993425533,0.00035,1.745472824,7.752896482,ipums_la_98-small.csv,school,0.833333333,0
worldcitiespop.csv,Region,8.14e-06,3.472847206,0.001728542,2.177046942,2.019351713,1.663573146,0.001728542,0.110833753,0.00035,2.03972176,7.824908224,ipums_la_98-small.csv,sex,0.833333333,0
worldcitiespop.csv,Region,8.14e-06,1.681540053,0.001724155,0.010873153,3.774015007,1.638705,0.001724155,1.169949686,0.081571165,1.777529597,8.017073262,dataset_34_postoperative-patient-data.csv,BP_STBL,1,0
worldcitiespop.csv,Region,8.14e-06,0.080066849,0.001724155,0.001208128,3.774015007,3.100936102,0.001724155,4.025377457,0.081571165,1.108074918,8.015217807,dataset_34_postoperative-patient-data.csv,CORE_STBL,0.888888889,0
worldcitiespop.csv,Region,8.14e-06,1.040950771,0.001724155,0.006040641,3.774015007,2.112942114,0.001724155,2.108360369,0.081571165,1.557519332,8.016471493,dataset_34_postoperative-patient-data.csv,L_CORE,1,0
worldcitiespop.csv,Region,8.14e-06,0.080066849,0.00171538,0.001208128,3.779686646,2.389580431,0.00171538,2.594985822,0.136156251,1.027392164,8.016120461,dataset_34_postoperative-patient-data.csv,COMFORT,1,1
worldcitiespop.csv,Region,8.14e-06,3.443160578,0.001728542,0.024162563,3.766925459,1.67822476,0.001728542,0.151256162,0.054278622,2.033403741,8.017023115,dataset_34_postoperative-patient-data.csv,L_O2,1,0
worldcitiespop.csv,Region,8.14e-06,0.240214169,0.001724155,0,3.774015007,2.073422355,0.001724155,2.336832131,0.081571165,1.503954156,8.01652164,dataset_34_postoperative-patient-data.csv,L_BP,1,0
worldcitiespop.csv,Region,0.006723772,0.001148838,0.004979429,0.001208128,3.786272996,0.109619754,0.004979429,0.054279402,0.6027467,0.565536919,8.013262056,netflix_titles.csv,date_added,0.9,0
worldcitiespop.csv,Region,1.020653159,0.001148838,0.012744706,0.001208128,3.787583443,0.168937418,0.012744706,0.065376775,1.299940757,1.528264591,8.018477391,netflix_titles.csv,director,0.75,0
worldcitiespop.csv,Region,0.001027539,0.001148838,0.025340249,0.001208128,3.78771672,0.17749285,0.025340249,0.066637128,2.430813151,1.985838405,8.019229603,netflix_titles.csv,title,1,1
worldcitiespop.csv,Region,0.247519055,0.001148838,0.000728,0.001208128,3.783351682,0.975209051,0.000728,0.080277283,0.221062496,4.928739478,7.917881601,netflix_titles.csv,country,1,0
worldcitiespop.csv,Region,0.00051,0.001148838,0.001724155,0.001208128,2.805897751,2.253390625,0.001724155,2.67512681,0.000875,1.424537908,7.805501159,netflix_titles.csv,type,1,0
worldcitiespop.csv,Region,8.14e-06,0.001148838,0.025621028,0.001208128,3.787721468,0.178633574,0.025621028,0.066806349,2.456022427,2.067486893,8.019329898,netflix_titles.csv,show_id,1,0
worldcitiespop.csv,Region,8.14e-06,0.003566133,0.006843973,0.001208128,3.787706728,0.173913735,0.006843973,0.065932553,2.381735832,1.933917367,8.019229603,dataSpotifyClass.csv,song_title,0.8,0
worldcitiespop.csv,Region,8.14e-06,0.02928843,0.000658,0.001208128,3.787721468,0.164745488,0.000658,0.066806349,2.456022427,2.067486893,8.019329898,wikipedia-iso-country-codes.csv,English_short_name_lower_case,0.862068966,0
worldcitiespop.csv,Region,8.14e-06,0.02928843,0.000658,0.001208128,3.787721468,0.164745488,0.000658,0.066806349,2.456022427,2.067486893,8.019329898,wikipedia-iso-country-codes.csv,Alpha-2_code,0.916666667,1
worldcitiespop.csv,Region,8.14e-06,0.001049879,0.016684378,0.001208128,3.78742645,0.16251524,0.016684378,0.064662634,1.512028582,1.364023245,8.017775327,movies.csv,writer,1,0
worldcitiespop.csv,Region,8.14e-06,0.001049879,0.00782231,0.001208128,3.786714811,0.021704367,0.00782231,0.046307137,0.784494218,1.423298399,8.004235514,movies.csv,company,0.857142857,1
worldcitiespop.csv,Region,8.14e-06,0.001049879,0.027792673,0.001208128,3.787715219,0.177639371,0.027792673,0.066638296,2.423967696,1.979086557,8.019229603,movies.csv,name,1,1
worldcitiespop.csv,Region,8.14e-06,0.001049879,0.009248138,0.001208128,3.786906812,0.157300023,0.009248138,0.061031332,0.901548014,0.937388305,8.017273852,movies.csv,star,1,0
worldcitiespop.csv,Region,8.14e-06,0.001049879,0.001680283,0.001208128,3.540241685,1.589797849,0.001680283,1.365010367,0.004375687,0.612833486,7.849279886,movies.csv,rating,0.833333333,0
worldcitiespop.csv,Region,8.14e-06,0.001049879,0.001487248,0.001208128,3.731643553,2.361650043,0.001487248,0.858125128,0.02022297,2.052664392,7.775061656,movies.csv,country,1,0
worldcitiespop.csv,Region,8.14e-06,1.201098092,0.001710993,4.405439332,0.339837635,0.413592456,0.001710993,0.066806349,3.02e-05,2.067486893,7.65350423,who_suicide_statistics.csv,age,0.833333333,0
worldcitiespop.csv,Region,8.14e-06,3.603307899,0.001728542,13.21994238,6.556875305,1.599185241,0.001728542,0.066806349,0.000194,2.067486893,6.921752601,who_suicide_statistics.csv,sex,0.833333333,0
worldcitiespop.csv,Region,8.14e-06,0.003268929,0.002755138,0.001208128,3.787178674,0.172737067,0.002755138,0.063999734,1.143002983,1.842885976,8.019179455,cwurData.csv,institution,0.727272727,0
worldcitiespop.csv,Region,8.14e-06,0.00654467,0.001478474,0.000604,3.770570368,0.747175153,0.001478474,0.294072267,0.06556781,0.403530624,7.990645555,cwurData.csv,country,1,0
worldcitiespop.csv,Region,0.218705733,0.028704859,0.001096791,0.001208128,3.787436591,0.288420309,0.001096791,0.05446974,1.428474484,0.583210939,8.017725179,countries_and_continents.csv,ISO4217-currency_alphabetic_code,0.90625,0
worldcitiespop.csv,Region,0.025722904,0.028704859,0.001658347,0.001208128,3.781655965,2.584030243,0.001658347,1.65421933,0.175844611,0.372924128,8.009601292,countries_and_continents.csv,is_independent,0.857142857,0
worldcitiespop.csv,Region,0.038588426,0.028704859,0.000658,0.001208128,3.787717625,0.136692641,0.000658,0.061831296,2.407091573,1.97068505,8.019229603,countries_and_continents.csv,TLD,1,0
worldcitiespop.csv,Region,0.038588426,0.028704859,0.000654,0.001208128,3.787719554,0.150863073,0.000654,0.064323842,2.416877744,2.018987295,8.01927975,countries_and_continents.csv,FIPS,1,1
worldcitiespop.csv,Region,0.437419605,0.028704859,0.000803,0.001208128,3.787712592,0.150863073,0.000803,0.061499419,2.084147934,1.965306946,8.01927975,countries_and_continents.csv,WMO,1,1
worldcitiespop.csv,Region,0.205840211,0.028704859,0.001092403,0.001208128,3.787438529,0.288420309,0.001092403,0.054072052,1.438260655,0.584283715,8.017725179,countries_and_continents.csv,ISO4217-currency_name,0.904761905,0
worldcitiespop.csv,Region,0.12864708,0.028704859,0.00068,0.001208128,3.787721468,0.165033505,0.00068,0.066806349,2.358160719,2.067486893,8.019329898,countries_and_continents.csv,official_name_fr,0.875,0
worldcitiespop.csv,Region,0.025722904,0.028704859,0.000645,0.001208128,3.787721468,0.165033505,0.000645,0.066806349,2.436450086,2.067486893,8.019329898,countries_and_continents.csv,ISO3166-1-Alpha-2,1,1
worldcitiespop.csv,Region,0.231571255,0.028704859,0.000719,0.001208128,3.787719431,0.150863073,0.000719,0.064245182,2.270085181,2.017463593,8.01927975,countries_and_continents.csv,ITU,1,0
worldcitiespop.csv,Region,0.077184992,0.028704859,0.000671,0.001208128,3.787717578,0.136692641,0.000671,0.061800806,2.37773306,1.97010149,8.019229603,countries_and_continents.csv,MARC,1,0
worldcitiespop.csv,Region,0.12864708,0.028704859,0.00068,0.001208128,3.787721468,0.165033505,0.00068,0.066806349,2.358160719,2.067486893,8.019329898,countries_and_continents.csv,official_name_en,0.875,0
worldcitiespop.csv,Region,0.360226474,0.028704859,0.000873,0.001208128,3.78765909,0.023329188,0.000873,0.031511047,1.9275692,1.455868224,8.018828423,countries_and_continents.csv,DS,1,1
worldcitiespop.csv,Region,0.038588426,0.028704859,0.000737,0.001208128,3.787680009,0.12252221,0.000737,0.051218718,2.230940497,1.786383723,8.019179455,countries_and_continents.csv,Dial,0.833333333,1
worldcitiespop.csv,Region,0.102916036,0.028704859,0.000671,0.001208128,3.787721468,0.165033505,0.000671,0.066806349,2.37773306,2.067486893,8.019329898,countries_and_continents.csv,GAUL,1,1
worldcitiespop.csv,Region,0.321629908,0.028704859,0.000746,0.001208128,3.787721468,0.165033505,0.000746,0.066806349,2.211368155,2.067486893,8.019329898,countries_and_continents.csv,IOC,1,0
worldcitiespop.csv,Region,0.102916036,0.028704859,0.000676,0.001208128,3.787719515,0.150863073,0.000676,0.064298433,2.367946889,2.018494967,8.01927975,countries_and_continents.csv,Capital,0.857142857,0
worldcitiespop.csv,Region,0.025722904,0.143551543,0.001706606,0.001208128,3.771381746,0.642681102,0.001706606,0.678741654,0.068196731,1.65635916,8.016471493,countries_and_continents.csv,Continent,0.777777778,1
worldcitiespop.csv,Region,0.501747214,0.028704859,0.000807,0.001208128,3.787721468,0.165033505,0.000807,0.066806349,2.074361763,2.067486893,8.019329898,countries_and_continents.csv,EDGAR,1,1
